16.04.12 11:56:59.176 I> Main|6084 --------------------------------------------------
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => ftString Значение => 0C934C30E11781634DFB42D318764A94
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 12:00:06
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_END Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_END Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_AUDIO Тип параметра => ptInput Тип данных => ftString Значение => RIFF†1
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_AUDIO Тип параметра => ptInput Тип данных => ftString Значение => RIFF&-
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_CHANNEL Тип параметра => ptInput Тип данных => ftString Значение => CallServerChannelSip2231003
16.04.12 12:00:05.999 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_CHANNEL Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:06.004 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 12:00:06.004 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 12:00:06.005 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 12:00:06.008 I> Event|4776 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 12:00:08.653 I> SipPhoneLineDtmf|5736 [DefaultCallServer] CallServerChannelSip2231003 | lcwIncomingExternal CBD7A980B82FAAC5450B1983BC65CBB9: Код (2) ...
16.04.12 12:00:08.653 I> SipPhoneLineDtmf|5736 [DefaultCallServer] CallServerChannelSip2231003 | lcwIncomingExternal CBD7A980B82FAAC5450B1983BC65CBB9: Меню 1/2
16.04.12 12:00:08.661 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 12:00:08.661 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => PROCESS_IN_MESSAGE
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => SESSION_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 643537622A4A8C1B447B54D28B6FABA4
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCOUNT_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CONTACT Тип параметра => ptInput Тип данных => uftVarchar Значение => 2904021
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TEXT_IN Тип параметра => ptInput Тип данных => uftVarchar Значение => О
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_MESSAGE Тип параметра => ptInput Тип данных => uftInteger Значение => 2
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => CallServerChannelSip2231003
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LOCKED Тип параметра => ptInput Тип данных => uftVarchar Значение => D028A5B6C49297EE45FB632C50F89C7E
16.04.12 12:00:08.664 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметры заданы. Запуск процедуры ...
16.04.12 12:00:09.324 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCOUNT_ID Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:09.324 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CONTACT Тип параметра => ptInput Тип данных => ftString Значение => 2904021
16.04.12 12:00:09.324 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TEXT_IN Тип параметра => ptInput Тип данных => ftString Значение => О
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_MESSAGE Тип параметра => ptInput Тип данных => ftSmallint Значение => 2
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CHANNEL Тип параметра => ptInput Тип данных => ftString Значение => CallServerChannelSip2231003
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => ftString Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => ftString Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LOCKED Тип параметра => ptInput Тип данных => ftString Значение => D028A5B6C49297EE45FB632C50F89C7E
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CODE_MESSAGE_ID Тип параметра => ptOutput Тип данных => ftString Значение => 34C36E97FEFE84454A0FBB237D038D3C
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CODE Тип параметра => ptOutput Тип данных => ftString Значение => О
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => COMMAND_STRING Тип параметра => ptOutput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ANSWER Тип параметра => ptOutput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_MESSAGE_ID Тип параметра => ptOutput Тип данных => ftString Значение => D4CECBA9AAE39C2B4E421FD57AEAA9B1
16.04.12 12:00:09.325 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LOCK_COUNT Тип параметра => ptOutput Тип данных => ftInteger Значение => 1
16.04.12 12:00:09.327 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 12:00:09.327 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 12:00:09.329 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 12:00:09.331 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 12:00:09.342 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало получения записей ...
16.04.12 12:00:09.343 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос получения записей => SELECT "OUT_MESSAGE_ID","CREATOR_ID","RECIPIENT_ID","DATE_CREATE","TEXT_OUT","CONTACT","DELIVERY","FLASH","DESCRIPTION","CREATOR_NAME","RECIPIENT_NAME","RECIPIENT_PHONE" FROM S_OUT_MESSAGES  WHERE ("LOCKED" = 'D028A5B6C49297EE45FB632C50F89C7E')  ORDER BY "PRIORITY" ASC,"DATE_BEGIN" ASC
16.04.12 12:00:09.346 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Записи получены успешно.
16.04.12 12:00:09.347 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 12:00:09.347 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 12:00:09.349 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 12:00:09.362 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 12:00:09.362 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => GET_SAMPLE_VOICES
16.04.12 12:00:09.364 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => uftChar Значение => Отказ от заказа номер
16.04.12 12:00:09.364 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос получения записей => SELECT GET_SAMPLE_VOICES.* FROM GET_SAMPLE_VOICES (:IN_TEXT)
IN_TEXT=Отказ от заказа номер
16.04.12 12:00:09.377 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => ftString Значение => Отказ от заказа номер
16.04.12 12:00:09.378 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало получения коллекции ...
16.04.12 12:00:09.380 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => uftChar Значение => шестьсот семнадцать тысяч шестьдесят три
16.04.12 12:00:09.380 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос получения записей => SELECT GET_SAMPLE_VOICES.* FROM GET_SAMPLE_VOICES (:IN_TEXT)
IN_TEXT=шестьсот семнадцать тысяч шестьдесят три
16.04.12 12:00:09.395 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => ftString Значение => шестьсот семнадцать тысяч шестьдесят три
16.04.12 12:00:09.406 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => uftChar Значение => принят
16.04.12 12:00:09.406 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос получения записей => SELECT GET_SAMPLE_VOICES.* FROM GET_SAMPLE_VOICES (:IN_TEXT)
IN_TEXT=принят
16.04.12 12:00:09.414 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => ftString Значение => принят
16.04.12 12:00:09.415 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Окончание получения коллекции ...
16.04.12 12:00:09.417 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 12:00:09.417 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 12:00:09.417 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 12:00:09.422 I> SipPhoneLineDtmf|5736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 12:00:13.635 I> SipKeepAlive|4932 [Rostel2CallServerHandlerSip] Отправлены данные на 195.112.242.242:5060 => #0D#0A#0D#0A
16.04.12 12:00:15.982 I> CallServerLineSearch|1604 [DefaultCallServerHandlerEvent] [137C13E87C66871A48B65F4022D77F9D]
SessionId=F23C701DAB54BD734EA82B273A952A8D
ChannelId=ECB5C63F590ABC2E45ACEA1CA817516A
Sequence=2
16.04.12 12:00:15.997 I> UdpEvent|4784 [DefaultUdpEventServer] EB42F1EEC047B2C74489744B501D8B4B: чтение данных от ip-адреса 192.168.0.2:53899
16.04.12 12:00:15.997 I> UdpEvent|4784 [DefaultUdpEventServer] EB42F1EEC047B2C74489744B501D8B4B: [3E8D558FBD8F84B745D2F4E3B4B45F52]
SessionId=643537622A4A8C1B447B54D28B6FABA4
ChannelId=ECB5C63F590ABC2E45ACEA1CA817516A
RequestName=137C13E87C66871A48B65F4022D77F9D
Sequence=2
ResponseType=1
Message=
16.04.12 12:00:15.997 I> UdpEvent|4784 [DefaultUdpEventServer] EB42F1EEC047B2C74489744B501D8B4B: выполнение события 3E8D558FBD8F84B745D2F4E3B4B45F52 сессия 643537622A4A8C1B447B54D28B6FABA4
16.04.12 12:00:16.027 I> Event|2336 [DefaultCallServer] CallServerChannelEvent | lcwSearchInternal CBD7A980B82FAAC5450B1983BC65CBB9: Отключение ...
16.04.12 12:00:16.036 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 12:00:16.036 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => U_CALL
16.04.12 12:00:16.047 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => CBD7A980B82FAAC5450B1983BC65CBB9
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 89AC76ECE1AF87404BA8FC5CA8B535D0
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DIRECTION Тип параметра => ptInput Тип данных => uftInteger Значение => 0
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CREATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_CREATE Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 12:00:04
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => 2904021
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 0C934C30E11781634DFB42D318764A94
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 12:00:06
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => uftTimestamp Значение => NULL
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_END Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 12:00:16
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_END Тип параметра => ptInput Тип данных => uftInteger Значение => 6
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_AUDIO Тип параметра => ptInput Тип данных => uftBlob Значение => 
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_AUDIO Тип параметра => ptInput Тип данных => uftBlob Значение => 
16.04.12 12:00:16.048 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => CallServerChannelSip2231003
16.04.12 12:00:16.049 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 12:00:16.049 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OLD_CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => CBD7A980B82FAAC5450B1983BC65CBB9
16.04.12 12:00:16.049 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметры заданы. Запуск процедуры ...
16.04.12 12:00:16.054 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => ftString Значение => CBD7A980B82FAAC5450B1983BC65CBB9
16.04.12 12:00:16.054 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => ftString Значение => 89AC76ECE1AF87404BA8FC5CA8B535D0
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DIRECTION Тип параметра => ptInput Тип данных => ftSmallint Значение => 0
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => ftString Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => ftString Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CREATOR_ID Тип параметра => ptInput Тип данных => ftString Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_CREATE Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 12:00:04
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_ID Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_PHONE Тип параметра => ptInput Тип данных => ftString Значение => 2904021
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => ftString Значение => 0C934C30E11781634DFB42D318764A94
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 12:00:06
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_END Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 12:00:16
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_END Тип параметра => ptInput Тип данных => ftSmallint Значение => 6
16.04.12 12:00:16.055 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_AUDIO Тип параметра => ptInput Тип данных => ftString Значение => RIFFFk
16.04.12 12:00:16.056 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_AUDIO Тип параметра => ptInput Тип данных => ftString Значение => RIFF[
16.04.12 12:00:16.056 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_CHANNEL Тип параметра => ptInput Тип данных => ftString Значение => CallServerChannelSip2231003
16.04.12 12:00:16.056 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_CHANNEL Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 12:00:16.073 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 12:00:16.073 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 12:00:16.075 I> Event|2336 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
